surface_form,entry_type,pinyin,tone,definition,radical,stroke_count,hsk_level,frequency_rank,note
골프장,word,golpeujang,,Golf course,,,B,6015,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4639; source_complexity=B; pos=명; classification=noun; hanja_ref=golf場; senses=1
공연히,word,gongyeonhi,,Futile or vain or useless,,,C,6017,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4640; source_complexity=C; pos=부; classification=adverb; hanja_ref=空然-; senses=1
국수,word,guksu,,Noodles,,,B,6022,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4642; source_complexity=B; pos=명; classification=noun; senses=1
국제적,word,gukjejeok,,International,,,C,6023,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4643; source_complexity=C; pos=명; classification=noun; hanja_ref=國際的; senses=1
그루,word,geuru,,1) a root 2) stubble,,,C,6025,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4644; source_complexity=C; pos=의; classification=noun; senses=1
그전,word,geujeon,,Former days or the past,,,C,6026,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4645; source_complexity=C; pos=명; classification=noun; hanja_ref=-前; senses=1
금고,word,geumgo,,A safe or strongbox,,,C,6029,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4646; source_complexity=C; pos=명; classification=noun; hanja_ref=金庫; senses=1
꾸중,word,kkujung,,"Scolding, a rebuke",,,C,6031,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4647; source_complexity=C; pos=명; classification=noun; senses=1
끌어당기다,word,kkeureodanggida,,To draw near,,,C,6032,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4648; source_complexity=C; pos=동; classification=verb; senses=1
끼,word,kki,,A meal or a repast,,,C,6033,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4649; source_complexity=C; pos=명; classification=noun; hanja_ref=끼니; senses=1
능동적,word,neungdongjeok,,"Activity ; voluntary, of its own nature (opp. 수동적)",,,C,6035,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4650; source_complexity=C; pos=명; classification=noun; hanja_ref=能動的; senses=1
달빛,word,dalbicc,,Moonlight,,,B,6036,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4651; source_complexity=B; pos=명; classification=noun; senses=1
당분간,word,dangbungan,,For the present,,,C,6038,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4652; source_complexity=C; pos=부; classification=adverb; hanja_ref=當分間; senses=1
도움말,word,doummal,,Helping words,,,C,6042,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4653; source_complexity=C; pos=명; classification=noun; senses=1
되살리다,word,doesallida,,"revive, recreate",,,C,6045,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4654; source_complexity=C; pos=동; classification=verb; senses=1
뒷산,word,dwissan,,The back side of a mountain,,,B,6046,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4655; source_complexity=B; pos=명; classification=noun; hanja_ref=-山; senses=1
땜,word,ttaem,,"because, because of",,,B,6047,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4656; source_complexity=B; pos=의; classification=noun; hanja_ref=때문; senses=1
맵다,word,maepda,,Spicy,,,A,6050,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4658; source_complexity=A; pos=형; classification=adjective; senses=1
메다,word,meda,,Put on one’s shoulder,,,B,6051,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4659; source_complexity=B; pos=동; classification=verb; hanja_ref=총을~; senses=1
몰려오다,word,mollyeooda,,Come in crowds,,,C,6052,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4660; source_complexity=C; pos=동; classification=verb; senses=1
물질적,word,muljiljeok,,Material,,,C,6054,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4661; source_complexity=C; pos=명; classification=noun; hanja_ref=物質的; senses=1
미인,word,miin,,A beautiful girl,,,B,6056,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4662; source_complexity=B; pos=명; classification=noun; hanja_ref=美人; senses=1
믿어지다,word,mideojida,,Become believable,,,C,6058,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4663; source_complexity=C; pos=동; classification=verb; senses=1
반죽,word,banjuk,,Kneading; dough,,,C,6059,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4664; source_complexity=C; pos=명; classification=noun; senses=1
반지,word,banji,,Ring,,,B,6060,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4665; source_complexity=B; pos=명; classification=noun; hanja_ref=半指; senses=1
배치,word,baechi,,Arrangement,,,C,6063,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4667; source_complexity=C; pos=명; classification=noun; hanja_ref=配置; senses=1
백인,word,baegin,,Caucasian,,,C,6064,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4668; source_complexity=C; pos=명; classification=noun; hanja_ref=白人; senses=1
본,word,bon,,An example,,,C,6068,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4669; source_complexity=C; pos=관; classification=attributive; hanja_ref=本; senses=1
본사,word,bonsa,,Main office,,,C,6069,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4670; source_complexity=C; pos=명; classification=noun; hanja_ref=本社; senses=1
불평등하다,word,bulpyeongdeunghada,,Inequality,,,C,6072,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4672; source_complexity=C; pos=형; classification=adjective; hanja_ref=不平等-; senses=1
비타민,word,bitamin,,Vitamin,,,B,6075,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4673; source_complexity=B; pos=명; classification=noun; hanja_ref=vitamin; senses=1
빌딩,word,bilding,,Building,,,B,6076,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4674; source_complexity=B; pos=명; classification=noun; hanja_ref=building; senses=1
빠뜨리다,word,ppatteurida,,"Throw into (a river); entice, entrap",,,C,6077,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4675; source_complexity=C; pos=동; classification=verb; senses=1
산속,word,sansok,,The heart of a mountain,,,B,6078,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4676; source_complexity=B; pos=명; classification=noun; hanja_ref=山-; senses=1
새로이,word,saeroi,,"newly,afresh",,,C,6079,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4677; source_complexity=C; pos=부; classification=adverb; senses=1
서양인,word,seoyangin,,A Westerner,,,C,6082,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4678; source_complexity=C; pos=명; classification=noun; hanja_ref=西洋人; senses=1
소지품,word,sojipum,,one’s things,,,C,6084,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4679; source_complexity=C; pos=명; classification=noun; hanja_ref=所持品; senses=1
송이,word,songi,,"A bunch,cluster",,,B,6085,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4680; source_complexity=B; pos=명; classification=noun; hanja_ref=꽃한~; senses=1
쇠,word,soe,,Iron,,,C,6086,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4681; source_complexity=C; pos=명; classification=noun; senses=1
수컷,word,sukeos,,A male of the species,,,C,6088,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4682; source_complexity=C; pos=명; classification=noun; senses=1
승리하다,word,seungrihada,,To win,,,C,6089,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4683; source_complexity=C; pos=동; classification=verb; hanja_ref=勝利-; senses=1
식초,word,sikcho,,Vinegar,,,B,6091,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4684; source_complexity=B; pos=명; classification=noun; hanja_ref=食醋; senses=1
심부름,word,simbureum,,Errand,,,B,6095,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4685; source_complexity=B; pos=명; classification=noun; senses=1
씨앗,word,ssias,,Seeds,,,C,6096,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4686; source_complexity=C; pos=명; classification=noun; senses=1
야외,word,yaoe,,"The fields, the outskirts",,,B,6098,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4687; source_complexity=B; pos=명; classification=noun; hanja_ref=野外; senses=1
얻어먹다,word,eodeomeokda,,Go about begging,,,C,6099,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4688; source_complexity=C; pos=동; classification=verb; senses=1
엄숙하다,word,eomsukhada,,"Seriousness, solemnity ; being grave, serious",,,C,6100,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4689; source_complexity=C; pos=형; classification=adjective; hanja_ref=嚴肅-; senses=1
여가,word,yeoga,,"leisure,spare time",,,C,6101,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4690; source_complexity=C; pos=명; classification=noun; hanja_ref=餘暇; senses=1
여동생,word,yeodongsaeng,,Younger sister,,,A,6102,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4691; source_complexity=A; pos=명; classification=noun; hanja_ref=女同生; senses=1
연상하다,word,yeonsanghada,,Association of ideas,,,C,6104,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4692; source_complexity=C; pos=동; classification=verb; hanja_ref=聯想-; senses=1
옆집,word,yeopjip,,The house next door,,,B,6107,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4693; source_complexity=B; pos=명; classification=noun; senses=1
오래간만,word,oraeganman,,After a long time,,,A,6108,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4694; source_complexity=A; pos=명; classification=noun; senses=1
오래도록,word,oraedorok,,"For long, a long while",,,B,6109,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4695; source_complexity=B; pos=부; classification=adverb; senses=1
올려다보다,word,ollyeodaboda,,Look up,,,C,6110,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4696; source_complexity=C; pos=동; classification=verb; senses=1
외다,word,oeda,,To repeat back (an order),,,C,6112,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4697; source_complexity=C; pos=동; classification=verb; hanja_ref=주문을~; senses=1
외침,word,oechim,,"A shout, a cry",,,C,6113,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4698; source_complexity=C; pos=명; classification=noun; senses=1
이빨,word,ippal,,A tooth,,,B,6117,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4699; source_complexity=B; pos=명; classification=noun; senses=1
일손,word,ilson,,Work in hand,,,C,6122,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4701; source_complexity=C; pos=명; classification=noun; senses=1
잠바,word,jamba,,Jumper,,,C,6126,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4702; source_complexity=C; pos=명; classification=noun; hanja_ref=jumper; senses=1
잠수함,word,jamsuham,,Submarine,,,C,6127,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4703; source_complexity=C; pos=명; classification=noun; hanja_ref=潛水艦; senses=1
장수,word,jangsu,,"A tradesman,merchant",,,C,6128,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4704; source_complexity=C; pos=명; classification=noun; hanja_ref=사과~; senses=1
장학금,word,janghakgeum,,Scholarship,,,B,6129,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4705; source_complexity=B; pos=명; classification=noun; hanja_ref=奬學金; senses=1
재다,word,jaeda,,"measure,guage",,,C,6130,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4706; source_complexity=C; pos=동; classification=verb; hanja_ref=저울로~; senses=1
쟤,word,jyae,,That kid,,,B,6131,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4707; source_complexity=B; pos=불; classification=expression; hanja_ref=저아이; senses=1
점심시간,word,jeomsimsigan,,Lunchtime,,,A,6132,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4708; source_complexity=A; pos=명; classification=noun; hanja_ref=點心時間; senses=1
지도하다,word,jidohada,,"To lead, instruct",,,C,6137,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4709; source_complexity=C; pos=동; classification=verb; hanja_ref=指導-; senses=1
진로,word,jinro,,"A course,direction,path",,,C,6139,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4711; source_complexity=C; pos=명; classification=noun; hanja_ref=進路; senses=1
진행자,word,jinhaengja,,Leader of the performance,,,C,6140,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4712; source_complexity=C; pos=명; classification=noun; hanja_ref=進行者; senses=1
찾아다니다,word,chajadanida,,To go around to meet somebody or see places,,,C,6143,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4714; source_complexity=C; pos=동; classification=verb; senses=1
책임감,word,chaegimgam,,Feeling of responsibility,,,C,6144,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4715; source_complexity=C; pos=명; classification=noun; hanja_ref=責任感; senses=1
체온,word,cheon,,Body temperature,,,C,6146,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4716; source_complexity=C; pos=명; classification=noun; hanja_ref=體溫; senses=1
초밥,word,chobap,,Japanese vinegared rice vegetables,,,B,6147,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4717; source_complexity=B; pos=명; classification=noun; hanja_ref=醋-; senses=1
출구,word,chulgu,,An exit,,,B,6149,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4718; source_complexity=B; pos=명; classification=noun; hanja_ref=出口; senses=1
출입문,word,churipmun,,Door for exiting and entering,,,B,6150,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4719; source_complexity=B; pos=명; classification=noun; hanja_ref=出入門; senses=1
통과,word,tonggwa,,Passage,,,C,6152,Source: Korean vocabulary list 6000 TOPIK final release v1.xlsx; source_rows=4720; source_complexity=C; pos=명; classification=noun; hanja_ref=通過; senses=1
